time,f_x,f_y,f_v,pos_x,pos_y,v,omega,Tm2s,Ts2m
0.013931512832641602,-0.2250307787496891,0.009895311243076934,0.0,0.0,0.0,0.04255063592507844,-0.02373730373053464,0.0,0.0
0.021197080612182617,-0.2250307787496891,0.009895311243076934,0.0,0.0,0.0,0.04255063592507844,-0.02373730373053464,0.0,0.0
0.0311582088470459,-0.2250307787496891,0.009895311243076934,0.0,0.0,0.0,0.04255063592507844,-0.02373730373053464,0.0,0.0
0.04093050956726074,-0.2250307787496887,0.009895311243078807,0.0,0.0,0.0,0.042550635925078836,-0.023737303730532903,0.0,0.0
0.05135369300842285,-0.2250307787496887,0.009895311243078807,0.0,0.0,0.0,0.042550635925078836,-0.023737303730532903,0.0,0.0
0.061052560806274414,-0.2250307787496887,0.009895311243078807,0.0,0.0,0.0,0.042550635925078836,-0.023737303730532903,0.0,0.0
0.07081484794616699,-0.2250307787496887,0.009895311243078807,0.0,0.0,0.0,0.042550635925078836,-0.023737303730532903,0.0,0.0
0.08098030090332031,-0.2250307787496887,0.009895311243078807,0.0,0.0,0.0,0.042550635925078795,-0.023737303730532656,0.0,0.0
0.09173226356506348,-0.2250307787496887,0.009895311243078807,0.0,0.0,0.0,0.042550635925078795,-0.023737303730532656,0.0,0.0
0.10090351104736328,-0.2250307787496887,0.009895311243078807,0.0,0.0,0.0,0.042550635925078795,-0.023737303730532656,0.0,0.0
0.11179661750793457,-0.2250307787496887,0.009895311243078807,0.0,0.0,0.0,0.042550635925078795,-0.023737303730532656,0.0,0.0
0.12132453918457031,-0.2250307787496887,0.009895311243078807,0.0,0.0,0.0,0.043119994149743136,-0.023439879772124795,0.0,0.0
0.132004976272583,-0.22503077874968952,0.009895311243082554,0.0,0.0,0.0,0.043119994149743136,-0.023439879772124795,0.0,0.0
0.14152789115905762,-0.22503077874968952,0.009895311243082554,0.0,0.0,0.0,0.043119994149743136,-0.023439879772124795,0.0,0.0
0.15155863761901855,-0.22503077874968952,0.009895311243082554,0.0,0.0,0.0,0.04381654495335319,-0.02307651743218673,0.0,0.0
0.16202402114868164,-0.2250307787496887,0.009895311243078807,0.0,0.0,0.0,0.04381654495335319,-0.02307651743218673,0.0,0.0
0.17119240760803223,-0.2250307787496887,0.009895311243078807,0.0,0.0,0.0,0.04381654495335319,-0.02307651743218673,0.0,0.0
0.18120837211608887,-0.2250307787496887,0.009895311243078807,0.0,0.0,0.0,0.04381654495335319,-0.02307651743218673,0.0,0.0
0.1909041404724121,-0.2250307787496887,0.009895311243078807,0.0,0.0,0.0,0.04381654495335331,-0.023076517432183013,0.0,0.0
0.20085382461547852,-0.2250307787496887,0.009895311243078807,0.0,0.0,0.0,0.04381654495335331,-0.023076517432183013,0.0,0.0
0.21164178848266602,-0.2250307787496966,0.009895311243052735,0.0,0.0,0.0,0.04381654495335326,-0.023076517432183263,0.0,0.0
0.2212839126586914,-0.2250307787496966,0.009895311243052735,0.0,0.0,0.0,0.04381654495335326,-0.023076517432183263,0.0,0.0
0.23183035850524902,-0.2250307787496966,0.009895311243052735,0.0,0.0,0.0,0.04381654495335326,-0.023076517432183263,0.0,0.0
0.24149107933044434,-0.2250307787496966,0.009895311243052735,0.0,0.0,0.0,0.04381654495335326,-0.023076517432183263,0.0,0.0
0.25286054611206055,-0.22503077874969576,0.00989531124304904,0.0,0.0,0.0,0.04381654495335326,-0.023076517432183263,0.0,0.0
0.26100802421569824,-0.22503077874969576,0.00989531124304904,0.0,0.0,0.0,0.04381654495335326,-0.023076517432183263,0.0,0.0
0.27105140686035156,-0.22503077874969576,0.00989531124304904,0.0,0.0,0.0,0.04381654495335326,-0.023076517432183263,0.0,0.0
0.2814829349517822,-0.2364179432429826,0.005433951866931116,0.0,0.0,0.0,0.04381654495335326,-0.023076517432183263,0.0,0.0
0.29065513610839844,-0.2364179432429826,0.005433951866931116,0.0,0.0,0.0,0.04381654495335326,-0.023076517432183263,0.0,0.0
0.30225634574890137,-0.2364179432429826,0.005433951866931116,0.0,0.0,0.0,0.04381654495335326,-0.023076517432183263,0.0,0.0
0.311154842376709,-0.2364179432429826,0.005433951866931116,0.0,0.0,0.0,0.04381654495335326,-0.023076517432183263,0.0,0.0
0.3219296932220459,-0.2503489593151836,-1.648323213987873e-05,0.0,0.0,0.0,0.04381654495335326,-0.023076517432183263,0.0,0.0
0.33072686195373535,-0.2503489593151836,-1.648323213987873e-05,0.0,0.0,0.0,0.04381654495335328,-0.023076517432183263,0.0,0.0
0.341172456741333,-0.2503489593151836,-1.648323213987873e-05,0.0,0.0,0.0,0.04381654495335328,-0.023076517432183263,0.0,0.0
0.35129356384277344,-0.2503489593151836,-1.648323213987873e-05,0.0,0.0,0.0,0.04381654495335328,-0.023076517432183263,0.0,0.0
0.3611714839935303,-0.2503489593151861,-1.6483232195615394e-05,0.0,0.0,0.0,0.04381654495335328,-0.023076517432183263,0.0,0.0
0.371143102645874,-0.2503489593151861,-1.6483232195615394e-05,0.0,0.0,0.0,0.04381654495335328,-0.023076517432183263,0.0,0.0
0.3810725212097168,-0.25034895931518514,-1.648323219186839e-05,0.0,0.0,0.0,0.04381654495335328,-0.023076517432183263,0.0,0.0
0.3910801410675049,-0.25034895931518514,-1.648323219186839e-05,0.0,0.0,0.0,0.04381654495335337,-0.02307651743218376,0.0,0.0
0.4007985591888428,-0.25034895931518514,-1.648323219186839e-05,0.0,0.0,0.0,0.04381654495335337,-0.02307651743218376,0.0,0.0
